THIS SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHANGES YST OF 6 TO 5 FOR ON TO REPORT YST AT LEAST 5 YR ,,,,,,THIS NECESSARY OR OTHERWISE HAVE  GR AND SC AT 5 YR AND ON AT 6 YST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADDS 3 FUEL CATEGORIES TO GET A TOTAL FUELS TO ANALYZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADDS . TO ONE MISSING DATA ROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SORT BY YST AND FCAT CHANGE YST 6 TO 5 FOR ON,,,,,,,,,,,,,SORT BY FCAT LOC YST THEN SEPARATE FCATS,,,,,100_1000hr,,,,,,,,,,,,10hr,,,,,,,,,,,,,1hr,,,,,,,,,SUMMED FCAT TO GET TOTAL,,,,,,,,,,,,,TOTAL AS VALUES,,USE FOR TOTAL ANALYSIS,,,,,,,,,,,3 FCATS  USE FOR FCAT ANALYSIS,,,,,,,,,,,
LOC,TRT,SUB,YST,FCAT,TC,TDC,fuel,fuelln1,fuelsqrt,MY,ASUB,,LOC,TRT,SUB,YST,FCAT,TC,TDC,fuel,fuelln1,fuelsqrt,MY,ASUB,,LOC,TRT,SUB,YST,FCAT,TC,TDC,fuel,fuelln1,fuelsqrt,MY,ASUB,,LOC,TRT,SUB,YST,FCAT,TC,TDC,fuel,fuelln1,fuelsqrt,MY,ASUB,,LOC,TRT,SUB,YST,FCAT,TC,TDC,fuel,fuelln1,fuelsqrt,MY,ASUB,,LOC,TRT,SUB,YST,FCAT,TC,TDC,fuel,fuelln1,fuelsqrt,MY,ASUB,,LOC,TRT,SUB,YST,FCAT,TC,TDC,fuel,fuelln1,fuelsqrt,MY,ASUB,,LOC,TRT,SUB,YST,FCAT,TC,TDC,fuel,fuelln1,fuelsqrt,MY,ASUB
GR,BM,1,1,100_1000hr,35,0.35,7664.533333,8.944489369,87.54732054,2008,1,,GR,BM,1,1,100_1000hr,35,0.35,7664.533333,8.944489369,87.54732054,2008,1,,GR,BM,1,1,100_1000hr,35,0.35,7664.533333,8.944489369,87.54732054,2008,1,,GR,BM,1,1,10hr,35,0.35,6875.52,8.835867989,82.91875542,2008,1,,GR,BM,1,1,1hr,35,0.35,10472.8,9.25663218,102.3366992,2008,1,,GR,BM,1,1,TOTAL,35,0.35,25012.85333,10.12718508,158.1545236,2008,1,,GR,BM,1,1,TOTAL,35,0.35,25012.85333,10.12718508,158.1545236,2008,1,,GR,BM,1,1,100_1000hr,35,0.35,7664.533333,8.944489369,87.54732054,2008,1
GR,BM,3,1,100_1000hr,33,0.33,8355.573333,9.030803734,91.40882525,2008,3,,GR,BM,3,1,100_1000hr,33,0.33,8355.573333,9.030803734,91.40882525,2008,3,,GR,BM,3,1,100_1000hr,33,0.33,8355.573333,9.030803734,91.40882525,2008,3,,GR,BM,3,1,10hr,33,0.33,6888.746667,8.837789595,82.99847388,2008,3,,GR,BM,3,1,1hr,33,0.33,11925.97333,9.386557781,109.2061048,2008,3,,GR,BM,3,1,TOTAL,33,0.33,27170.29333,10.2099163,164.8341388,2008,3,,GR,BM,3,1,TOTAL,33,0.33,27170.29333,10.2099163,164.8341388,2008,3,,GR,BM,3,1,100_1000hr,33,0.33,8355.573333,9.030803734,91.40882525,2008,3
GR,BM,5,1,100_1000hr,23,0.23,89.06666667,4.500550137,9.437513797,2008,5,,GR,BM,5,1,100_1000hr,23,0.23,89.06666667,4.500550137,9.437513797,2008,5,,GR,BM,5,1,100_1000hr,23,0.23,89.06666667,4.500550137,9.437513797,2008,5,,GR,BM,5,1,10hr,23,0.23,4608.96,8.435974459,67.88932169,2008,5,,GR,BM,5,1,1hr,23,0.23,4875.306667,8.492143382,69.82339627,2008,5,,GR,BM,5,1,TOTAL,23,0.23,9573.333334,9.166841186,97.84341232,2008,5,,GR,BM,5,1,TOTAL,23,0.23,9573.333334,9.166841186,97.84341232,2008,5,,GR,BM,5,1,100_1000hr,23,0.23,89.06666667,4.500550137,9.437513797,2008,5
GR,BM,10,1,100_1000hr,24,0.24,2715.893333,7.90724435,52.1142335,2008,10,,GR,BM,10,1,100_1000hr,24,0.24,2715.893333,7.90724435,52.1142335,2008,10,,GR,BM,10,1,100_1000hr,24,0.24,2715.893333,7.90724435,52.1142335,2008,10,,GR,BM,10,1,10hr,24,0.24,6329.973333,8.753209269,79.56112954,2008,10,,GR,BM,10,1,1hr,24,0.24,6324.053333,8.752273746,79.52391674,2008,10,,GR,BM,10,1,TOTAL,24,0.24,15369.92,9.640232692,123.9754814,2008,10,,GR,BM,10,1,TOTAL,24,0.24,15369.92,9.640232692,123.9754814,2008,10,,GR,BM,10,1,100_1000hr,24,0.24,2715.893333,7.90724435,52.1142335,2008,10
GR,BM,11,1,100_1000hr,10,0.1,494.3466667,6.205257854,22.23390804,2008,11,,GR,BM,11,1,100_1000hr,10,0.1,494.3466667,6.205257854,22.23390804,2008,11,,GR,BM,11,1,100_1000hr,10,0.1,494.3466667,6.205257854,22.23390804,2008,11,,GR,BM,11,1,10hr,10,0.1,1178.72,7.073032401,34.3324919,2008,11,,GR,BM,11,1,1hr,10,0.1,1964.426667,7.583464634,44.32185315,2008,11,,GR,BM,11,1,TOTAL,10,0.1,3637.493334,8.199324956,60.31163514,2008,11,,GR,BM,11,1,TOTAL,10,0.1,3637.493334,8.199324956,60.31163514,2008,11,,GR,BM,11,1,100_1000hr,10,0.1,494.3466667,6.205257854,22.23390804,2008,11
GR,BM,15,1,100_1000hr,22,0.22,0,0,0,2008,15,,GR,BM,15,1,100_1000hr,22,0.22,0,0,0,2008,15,,GR,BM,15,1,100_1000hr,22,0.22,0,0,0,2008,15,,GR,BM,15,1,10hr,22,0.22,78.29333333,4.373154056,8.848352012,2008,15,,GR,BM,15,1,1hr,22,0.22,95.89333333,4.573610717,9.792514148,2008,15,,GR,BM,15,1,TOTAL,22,0.22,174.1866667,5.165852072,13.19797964,2008,15,,GR,BM,15,1,TOTAL,22,0.22,174.1866667,5.165852072,13.19797964,2008,15,,GR,BM,15,1,100_1000hr,22,0.22,0,0,0,2008,15
GR,BM,16,1,100_1000hr,14,0.14,6298.986667,8.748302796,79.36615568,2008,16,,GR,BM,16,1,100_1000hr,14,0.14,6298.986667,8.748302796,79.36615568,2008,16,,GR,BM,16,1,100_1000hr,14,0.14,6298.986667,8.748302796,79.36615568,2008,16,,GR,BM,16,1,10hr,14,0.14,1121.706667,7.023497716,33.49188957,2008,16,,GR,BM,16,1,1hr,14,0.14,697.8133333,6.549383658,26.41615667,2008,16,,GR,BM,16,1,TOTAL,14,0.14,8118.506667,9.002024676,90.10275616,2008,16,,GR,BM,16,1,TOTAL,14,0.14,8118.506667,9.002024676,90.10275616,2008,16,,GR,BM,16,1,100_1000hr,14,0.14,6298.986667,8.748302796,79.36615568,2008,16
